65
69,76,70,72,65,65,65
69,76,70,70,65,65,65
69,77,72,65,69,65,69
69,77,72,65,65,65,69
69,77,74,65,77,62,69
67,76,76,67,67,70
67,74,77,67,74,70,67,70
67,74,79,67,76,70,67,64
67,72,79,67,72,60,64
67,70,79,67,72,60,64
65,69,79,69,72,65,65
65,69,77,70,74,65,65
65,69,76,70,72,65,65
65,69,76,70,70,65,65
65,69,77,72,65,69,69
65,69,77,72,65,65,69
62,69,77,74,65,77,69
67,67,76,76,67,70
67,67,74,77,67,74,70,70
67,67,74,79,67,76,70,64
60,67,72,79,67,72,64
60,67,70,79,67,72,64
65,65,69,79,69,72,65
65,65,69,77,70,74,65
65,65,69,76,70,72,65
65,65,69,76,70,70,65
72,65,69,77,65,69,69
72,65,69,77,65,65,69
62,74,69,77,65,77,69
76,67,67,76,67,70
70,67,67,74,77,67,74,70
70,67,67,74,79,67,76,64
72,60,67,72,79,67,64
72,60,67,70,79,67,64
72,65,65,69,79,69,65
74,65,65,69,77,70,65
72,65,65,69,76,70,65
70,65,65,69,76,70,65
69,72,65,69,77,65,69
65,72,65,69,77,65,69
77,62,74,69,77,65,69
76,76,67,67,67,70
74,70,67,67,74,77,67,70
76,70,67,67,74,79,67,64
72,60,72,67,79,67,64
72,60,70,67,79,67,64
72,65,65,69,69,79,65
74,65,65,69,77,70,65
72,65,65,69,76,70,65
70,65,65,69,76,70,65
65,69,65,69,77,72,69
65,65,65,69,77,72,69
65,77,62,69,77,74,69
67,76,76,67,67,70
67,74,70,67,67,74,77,70
67,76,70,67,67,74,79,64
67,72,60,72,67,79,64
67,72,60,70,67,79,64
69,72,65,65,69,79,65
70,74,65,65,69,77,65
70,72,65,65,69,76,65
70,70,65,65,69,76,65
72,65,69,65,69,77,69
72,65,65,65,69,77,69
74,65,77,62,69,77,69
76,67,76,67,67,70
77,67,74,70,67,67,74,70
79,67,76,70,67,67,74,64
79,67,72,60,72,67,64
79,67,72,60,70,67,64
79,69,72,65,65,69,65
77,70,74,65,65,69,65
76,70,72,65,65,69,65
76,70,70,65,65,69,65
77,72,65,69,65,69,69
77,72,65,65,65,69,69
77,74,65,77,62,69,69
76,76,67,67,67,70
74,77,67,74,70,67,67,70
74,79,67,76,70,67,67,64
72,79,67,72,60,67,64
70,79,67,72,60,67,64
69,79,69,72,65,65,65
69,77,70,74,65,65,65
69,76,70,72,65,65,65
69,76,70,70,65,65,65
69,77,72,65,69,65,69
69,77,72,65,65,65,69
69,77,74,65,77,62,69
67,76,76,67,67,70
67,74,77,67,74,70,67,70
67,74,79,67,76,70,67,64
67,72,79,67,72,60,64
67,70,79,67,72,60,64
65,69,79,69,72,65,65
65,69,77,70,74,65,65
65,69,76,70,72,65,65
65,69,76,70,70,65,65
65,69,77,72,65,69,69
65,69,77,72,65,65,69
62,69,77,74,65,77,69
67,67,76,76,67,70
67,67,74,77,67,74,70,70
67,67,74,79,67,76,70,64
60,67,72,79,67,72,64
60,67,70,79,67,72,64
65,65,69,79,69,72,65
65,65,69,77,70,74,65
65,65,69,76,70,72,65
65,65,69,76,70,70,65
72,65,69,77,65,69,69
72,65,69,77,65,65,69
62,74,69,77,65,77,69
76,67,67,76,67,70
70,67,67,74,77,67,74,70
70,67,67,74,79,67,76,64
72,60,67,72,79,67,64
72,60,67,70,79,67,64
72,65,65,69,79,69,65
74,65,65,69,77,70,65
72,65,65,69,76,70,65
70,65,65,69,76,70,65
69,72,65,69,77,65,69
65,72,65,69,77,65,69
77,62,74,69,77,65,69
76,76,67,67,67,70
74,70,67,67,74,77,67,70
76,70,67,67,74,79,67,64
72,60,72,67,79,67,64
72,60,70,67,79,67,64
72,65,65,69,69,79,65
74,65,65,69,77,70,65
72,65,65,69,76,70,65
70,65,65,69,76,70,65
69,65,65,69,77,72,65
